model,ablation,fold,subset,actual,predicted,count,run_id,generation,representation,window_size_frames,seed,balancing,scenario,strategy,configuration_id
transformer,temporal_r0,1,validation,distraction,alert,79,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_1__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,1,validation,distraction,fatigue,0,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_1__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,1,validation,distraction,distraction,76,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_1__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,1,test,alert,alert,866,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_1__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,1,test,alert,fatigue,0,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_1__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,1,test,alert,distraction,224,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_1__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,1,test,fatigue,alert,24,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_1__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,1,test,fatigue,fatigue,0,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_1__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,1,test,fatigue,distraction,38,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_1__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,1,test,distraction,alert,57,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_1__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,1,test,distraction,fatigue,0,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_1__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,1,test,distraction,distraction,319,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_1__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,2,validation,alert,alert,920,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,2,validation,alert,fatigue,0,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,2,validation,alert,distraction,154,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,2,validation,fatigue,alert,12,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,2,validation,fatigue,fatigue,0,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,2,validation,fatigue,distraction,0,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,2,validation,distraction,alert,37,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,2,validation,distraction,fatigue,0,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,2,validation,distraction,distraction,37,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,2,test,alert,alert,1462,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,2,test,alert,fatigue,0,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,2,test,alert,distraction,98,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,2,test,fatigue,alert,0,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,2,test,fatigue,fatigue,0,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,2,test,fatigue,distraction,0,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,2,test,distraction,alert,95,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,2,test,distraction,fatigue,0,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,2,test,distraction,distraction,186,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,3,validation,alert,alert,795,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,3,validation,alert,fatigue,0,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,3,validation,alert,distraction,174,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,3,validation,fatigue,alert,11,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,3,validation,fatigue,fatigue,0,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,3,validation,fatigue,distraction,0,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,3,validation,distraction,alert,76,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,3,validation,distraction,fatigue,0,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,3,validation,distraction,distraction,69,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,3,test,alert,alert,1280,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,3,test,alert,fatigue,0,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,3,test,alert,distraction,85,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,3,test,fatigue,alert,19,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,3,test,fatigue,fatigue,0,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,3,test,fatigue,distraction,3,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,3,test,distraction,alert,50,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,3,test,distraction,fatigue,0,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,3,test,distraction,distraction,56,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,4,validation,alert,alert,882,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,4,validation,alert,fatigue,0,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,4,validation,alert,distraction,120,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,4,validation,fatigue,alert,12,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,4,validation,fatigue,fatigue,0,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,4,validation,fatigue,distraction,0,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,4,validation,distraction,alert,52,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,4,validation,distraction,fatigue,0,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,4,validation,distraction,distraction,39,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,4,test,alert,alert,820,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,4,test,alert,fatigue,0,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,4,test,alert,distraction,126,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,4,test,fatigue,alert,0,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,4,test,fatigue,fatigue,0,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,4,test,fatigue,distraction,0,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,4,test,distraction,alert,105,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,4,test,distraction,fatigue,0,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
transformer,temporal_r0,4,test,distraction,distraction,25,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,D,augmentation,g4_d_augmentation_w150
lstm,temporal_r0,1,validation,alert,alert,921,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,1,validation,alert,fatigue,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,1,validation,alert,distraction,93,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,1,validation,fatigue,alert,4,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,1,validation,fatigue,fatigue,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,1,validation,fatigue,distraction,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,1,validation,distraction,alert,106,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,1,validation,distraction,fatigue,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,1,validation,distraction,distraction,56,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,1,test,alert,alert,849,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,1,test,alert,fatigue,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,1,test,alert,distraction,239,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,1,test,fatigue,alert,33,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,1,test,fatigue,fatigue,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,1,test,fatigue,distraction,34,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,1,test,distraction,alert,100,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,1,test,distraction,fatigue,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,1,test,distraction,distraction,279,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,2,validation,alert,alert,939,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,2,validation,alert,fatigue,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,2,validation,alert,distraction,141,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,2,validation,fatigue,alert,17,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,2,validation,fatigue,fatigue,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,2,validation,fatigue,distraction,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,2,validation,distraction,alert,44,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,2,validation,distraction,fatigue,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,2,validation,distraction,distraction,32,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,2,test,alert,alert,1441,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,2,test,alert,fatigue,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,2,test,alert,distraction,130,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,2,test,fatigue,alert,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,2,test,fatigue,fatigue,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,2,test,fatigue,distraction,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,2,test,distraction,alert,106,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,2,test,distraction,fatigue,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,2,test,distraction,distraction,187,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,3,validation,alert,alert,822,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,3,validation,alert,fatigue,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,3,validation,alert,distraction,164,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,3,validation,fatigue,alert,13,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,3,validation,fatigue,fatigue,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,3,validation,fatigue,distraction,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,3,validation,distraction,alert,91,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,3,validation,distraction,fatigue,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,3,validation,distraction,distraction,61,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,3,test,alert,alert,1267,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,3,test,alert,fatigue,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,3,test,alert,distraction,100,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,3,test,fatigue,alert,19,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,3,test,fatigue,fatigue,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,3,test,fatigue,distraction,2,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,3,test,distraction,alert,50,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,3,test,distraction,fatigue,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,3,test,distraction,distraction,62,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,4,validation,alert,alert,862,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,4,validation,alert,fatigue,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,4,validation,alert,distraction,150,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,4,validation,fatigue,alert,17,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,4,validation,fatigue,fatigue,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,4,validation,fatigue,distraction,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,4,validation,distraction,alert,50,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,4,validation,distraction,fatigue,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,4,validation,distraction,distraction,46,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,4,test,alert,alert,765,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,4,test,alert,fatigue,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,4,test,alert,distraction,192,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,4,test,fatigue,alert,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,4,test,fatigue,fatigue,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,4,test,fatigue,distraction,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,4,test,distraction,alert,88,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,4,test,distraction,fatigue,0,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
lstm,temporal_r0,4,test,distraction,distraction,50,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
svm,r0_flat,1,validation,alert,alert,905,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,augmentation,D,augmentation,g4_d_augmentation_w60
svm,r0_flat,1,validation,alert,fatigue,9,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,augmentation,D,augmentation,g4_d_augmentation_w60
svm,r0_flat,1,validation,alert,distraction,100,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,augmentation,D,augmentation,g4_d_augmentation_w60
svm,r0_flat,1,validation,fatigue,alert,1,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,augmentation,D,augmentation,g4_d_augmentation_w60
svm,r0_flat,1,validation,fatigue,fatigue,2,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,augmentation,D,augmentation,g4_d_augmentation_w60
svm,r0_flat,1,validation,fatigue,distraction,1,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,augmentation,D,augmentation,g4_d_augmentation_w60
svm,r0_flat,1,validation,distraction,alert,103,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,augmentation,D,augmentation,g4_d_augmentation_w60
svm,r0_flat,1,validation,distraction,fatigue,0,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,augmentation,D,augmentation,g4_d_augmentation_w60
svm,r0_flat,1,validation,distraction,distraction,59,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,augmentation,D,augmentation,g4_d_augmentation_w60
svm,r0_flat,1,test,alert,alert,935,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,augmentation,D,augmentation,g4_d_augmentation_w60
svm,r0_flat,1,test,alert,fatigue,6,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,augmentation,D,augmentation,g4_d_augmentation_w60
svm,r0_flat,1,test,alert,distraction,147,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,augmentation,D,augmentation,g4_d_augmentation_w60
